"Position","Company","Posting_Text","Link","Term"
"Research Analyst","Harvard Pilgrim Health Care","","https://www.indeed.com/rc/clk?jk=7aef1e24461757bc&fccid=fa691bd7d26474a1&vjs=3","Research+Analyst"
"Biacore Analyst (Research Associate)","Sartorius Corporation","Biacore Analyst (Research Associate) - Cambridge, MA
The Analyst position is located in Sartorius-Stedim BioOutsource Contract testing laboratories in Cambridge, MA. The focus of this role will be on the characterization of biosimilar and innovator molecules using a panel of off-the-shelf binding and functional assays. The Analyst will report to a Scientist or Senior Scientist of the group and will be responsible for performing a range of SPR (Surface Plasmon Resonance) procedures to support this testing. After an initial period of training, the analyst will progress to performing individual assays as well as analyzing and presenting data. This facility supplements our existing headquarter laboratories based in Glasgow, UK (please refer to our website www.biooutsource.com for details of our services and locations)
","https://www.indeed.com/rc/clk?jk=1ba4045cf1d6d542&fccid=223a83189e0bc47a&vjs=3","Research+Analyst"
"Data Analyst","Forward Financing","This is a terrific opportunity for a highly self-motivated individual to join our team. At Forward Financing, our mission is to be the leading provider of financing solutions to under-served small businesses. As the 15th fastest growing company in US & #1 in Massachusetts (Inc 500), we are at the forefront of growth in the FinTech space. We are 100% dedicated to this vertical and to achieving our mission.
As a Data Analyst, you will play an important role in harnessing the Company’s data and analytics to provide valuable insight and analysis that will be used to assess the strategic direction of Forward Financing. You will report to the Director of Strategy, Finance & Analytics, and collaborate frequently with the Senior Data Analyst & the rest of the Strategy, Finance & Analytics team.
Forward Financing invests in our employees and their development. Your role in working on all strategic and financial initiatives will be critical to driving our mission forward.
In this role you will:
About You:
Requirements:
About Us:
Forward Financing is a Boston-based financial technology company that provides fast, flexible, and reliable working capital to small and medium-size businesses nationwide. By combining proprietary technology with a team of small business financing experts, Forward Financing delivers same day funding with the speed and simplicity business owners need to succeed and grow. With a simple online application, businesses can trust Forward Financing for approvals within minutes, funding within hours, and personalized support and service when they need it most.
Since 2012, Forward Financing has provided over $400m in funding to more than 10,000 small businesses. Consistently recognized as an industry leader, the company is A+ rated by the Better Business Bureau and receives top ratings across all major customer review platforms. In 2017 and 2018, Forward Financing was named by Inc. Magazine and the Boston Business Journal as one of the fastest growing companies in Massachusetts. Learn more at www.forwardfinancing.com
Compensation:
At Forward Financing, we believe that if our company succeeds, all of our employees succeed too. We offer a competitive compensation package for highly qualified candidates that are extremely motivated, have a positive attitude, and are able to ramp up quickly. We offer a comprehensive benefits package including medical, dental, vision and commuter benefits along with gym reimbursement, 401K, paid volunteering days and a matching gift program. We work in an open environment with a start-up vibe, conveniently located just steps away from South Station. You will have the opportunity to work with people that enjoy a fun, social office culture.","https://www.indeed.com/rc/clk?jk=2084f258a5946465&fccid=42ddeab8741527ee&vjs=3","Research+Analyst"
"Research Associate - Biacore Analyst, BioOutsource","Sartorius North America","","https://www.indeed.com/rc/clk?jk=dbaadc7ba70239fc&fccid=223a83189e0bc47a&vjs=3","Research+Analyst"
"PROGRAM MANAGER AND DATA ANALYST, University Research","Boston University","","https://www.indeed.com/rc/clk?jk=f3a7c46e9bfbdfc0&fccid=2e7c6e6217aa02b5&vjs=3","Research+Analyst"
"Data Analyst / Quantitative Data Analyst","Hopjump","","https://www.indeed.com/rc/clk?jk=1c1070b7f628167a&fccid=30c994b6c2f39768&vjs=3","Quantitative+analyst+R"
"Junior Quantitative Analyst","BNY Mellon","About us: The Boston Company, Standish and Mellon Capital
A specialist multi-asset investment management firm dedicated to serving sophisticated investors globally, providing clients with high-quality single and multi-asset investment solutions using both active and passive strategies. Coming together in 2018 through the combination of Mellon Capital, Standish, and The Boston Company, the combined asset manager has the scale and investment capabilities to offer institutional and intermediary clients a broad range of specialist investment solutions. The Boston Company, Standish and Mellon Capital are product brands of BNY Mellon Asset Management North America.","https://www.indeed.com/rc/clk?jk=4f763e82ff1130d1&fccid=b4048be2884af072&vjs=3","Quantitative+analyst+R"
"Quantitative Analyst - Class of 2019","EverQuote","The role of Quantitative Analyst is ideal for someone who enjoys finding trends in large datasets. You will be able to take action on your findings to see immediate results, adding revenue to the business right away. Within retention, you will be tasked to evolve the dialog with our consumers throughout the entirety of their purchase lifecycle (and beyond). You will be an integral part of a fast-growing, entrepreneurial company, and you’ll have the influence and tools available to rapidly grow our business. We are looking for someone with analytical ability, an interest in understanding consumer behavior, and the enthusiasm to push us forward!
Much of the repetitive campaign management and reporting work involved in typical campaign management is automated with our innovative system. We use truly cutting edge web analytics software built to minimize the time spent on simple tasks. We are not looking for someone to generate Excel reports and PowerPoint presentations. We need smart, quantitative people to rip through data and find trends that will help us grow.
YOU WILL:
YOU ARE:
Why EverQuote?","https://www.indeed.com/rc/clk?jk=52765c7f94d33f43&fccid=0d8e9f59c97d9b3d&vjs=3","Quantitative+analyst+R"
"Junior Data Analyst","Dobility, Inc. (SurveyCTO)","Dobility’s mission is to provide great technology to improve data collected by research, social, and public sector organizations. Although we are a small, lean, and early-stage social enterprise, our product, SurveyCTO, has already been used by thousands of teams in roughly 150 countries.
We are looking for an energetic and entrepreneurial individual to join our team and turn data collected from all parts of the company into insights that help drive decisions, improve our business, and achieve our social mission.
This position offers the opportunity to be Dobility’s full-time Junior Data Analyst and to play a key role in creating a data-first, continuous-learning culture at the company. You will design experiments to evaluate the effectiveness of different business and product ideas and build and maintain data systems that inform the work of our growth, product, and customer success teams. The successful candidate will turn data into information, information into insight, and insight into business decision recommendations.
Responsibilities:
This is a full-time position based in Cambridge, Massachusetts (or our Manchester, New Hampshire office). Particularly for those with longer commutes, flexible office and telecommuting schedules are possible.
About the organization:
Dobility, the company behind SurveyCTO, was founded by Dr. Christopher Robert, an early tech entrepreneur and CTO who left technology to live overseas, train in economics and public policy, then research and teach at Harvard’s Kennedy School of Government. His experience on the ground made him realize that the research and development sectors badly needed better technology to gather and manage data. Dobility’s mission is to help ensure that high-quality data is affordable, so that more decisions are based on good data (vs. bad data or no data).
Dobility differentiates itself in the market by providing unmatched reliability, affordability, and customer support. It is a fast-moving company with a motivated team that has spent time in the field to understand customers’ pain points first-hand.
About the product:
SurveyCTO is a survey and data-collection platform designed for the specific demands of doing research in developing countries and other challenging settings. It can be used online or offline, on web, tablet, or phone. Most often it’s used by surveyors in the field to perform guided interviews with survey respondents (“Computer Assisted Personal Interviews”). It protects against fraud by recording how long surveys take, audio recording when suspicious behavior is flagged, and employing statistical algorithms to look for anomalies in the data. It’s also an extraordinarily flexible platform that allows for advanced survey logic, pre-loading existing data into survey questions, and automatically merging incoming data into back-office applications like Excel.
SurveyCTO has been used to collect over three million survey submissions in roughly 150 countries by organizations such as the World Bank, Save the Children, Clinton Health Access Initiative, Innovations for Poverty Action, and many others. You can see other examples of organizations we work with on our website.
Requirements
Benefits
The salary range is $55,000 to $80,000 plus benefits packages, including health insurance and 401(k). The specifics will depend on the applicant’s level of prior experience.","https://www.indeed.com/rc/clk?jk=f6fffc059a157f3e&fccid=f83d42093d824947&vjs=3","Quantitative+analyst+R"
"Health Policy Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to be the agency of record for Massachusetts health care information, to responsibly steward sensitive and confidential data, and to objectively report reliable and meaningful information about the quality, affordability, utilization, access, and outcomes of the Commonwealth’s health care system.
CHIA is seeking a Health Policy Analyst to join a motivated team of talented analysts focused on cutting-edge health care analytics. A successful candidate will be a detailed-oriented analyst who is eager to learn and utilize large data sets, develop analytic methodologies, and produce policy-relevant products.
S/he will be an experienced health policy analyst with experience in data analysis methods (e.g. descriptive statistics) and tools (e.g. Excel and SAS). The primary responsibilities of the Health Policy Analyst will be to support the data collection, analysis, and reporting of aggregate-level health care finance and insurance cost and coverage metrics. There will also be opportunities for the analyst to collaborate with other teams internally on provider financial performance and quality measurement.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $57,245.50- $81,952.52 annually.
Specifically, the Health Policy Analyst will:
Preferred Qualifications
Qualifications:
Applicant must have at least (A) Three years of full-time, or equivalent part-time professional experience in Business Administration, health care planning or administration, public health policy or administration, health care planning or administration, public health policy or administration, human services policy analysis or administration or economics, the major duties of which included financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of financial reimbursement systems, or (B) any equivalent combination of the required experience and the substitutions below.
SUBSTITUTIONS:
I. A Bachelor's degree with a major in public health, health services research, statistics, public policy, or economics may be substituted for a maximum of two years of the required experience.*
II. A Master’s degree or higher with a major in public health, health services research, statistics, public policy, public administration, or economics may be substituted for a maximum of three years of the required experience.*
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst II
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.
SPECIAL REQUIREMENTS: None.","https://www.indeed.com/rc/clk?jk=7ebc0e47323ab811&fccid=7465094da85cc688&vjs=3","Quantitative+analyst+R"
"Research Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to monitor the Massachusetts health care system and to provide reliable information and meaningful analysis for those seeking to improve the health care system. CHIA also acts as a principal repository for health care data collected by the state and is responsible for key data assets such as the Massachusetts All-Payer Claims Database and the Massachusetts Acute Hospital Case Mix Databases.
CHIA is seeking a Research Analyst to join its Health System Performance Research Team. The Analyst will provide analytical and programming support for projects undertaken by the Research Team on access, affordability, utilization, and quality. Current Research Team projects include the Massachusetts Health Insurance Survey, the Massachusetts Employer Survey, ongoing analyses of avoidable hospital use measures such as readmissions and revisits, and exploration of methods to appropriately account for socioeconomic factors in reporting. The work of the analyst will draw mostly upon CHIA’s data assets, such as the household and employer surveys, Case Mix and All-Payer Claims Databases, but will also include other relevant data sources.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $58,401.20 - $78,762.58 annually.
Specifically, the Research Analyst will:
Preferred Qualifications:
Minimum Entrance Requirements:
Applicants must have at least (A) three years of full-time, or equivalent part-time, professional experience in business administration, health care planning or administration, public health policy or administration, human services policy analysis or administration or economics, the major duties of which include financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of financial reimbursement systems, or (B) any equivalent combination of the required experience and the substitutions below.
Substitutions:

I. A Bachelor's degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration or economics may be substituted for a maximum of two years of the required experience.*
II. A Graduate degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration or economics may be substituted for the required experience.
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst II
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","https://www.indeed.com/rc/clk?jk=56979ae998a0aec0&fccid=7465094da85cc688&vjs=3","Quantitative+analyst+R"
"Investment Risk Analyst","Income Research + Management","The Investment Team seeks an individual to join the Investment Risk Team. The position reports to the Director of Investment Risk and offers regular interaction with our senior Investment Team leadership, Portfolio Managers, Portfolio Strategists, Research Analysts and Traders. The position will also have direct exposure to members of our Product Management, LDI, Enterprise Solutions, Compliance and Business Risk Teams.
Responsibilities:
Required Skills and Experience:
Preferred Skills
Education Requirement:","https://www.indeed.com/rc/clk?jk=25eb07c08dc13e68&fccid=0c2117399b4556c3&vjs=3","Quantitative+analyst+R"
"People Analyst","HubSpot","","https://www.indeed.com/rc/clk?jk=f906f8648a3f0eae&fccid=21bb811abc2058c6&vjs=3","Quantitative+analyst+R"
"Quantitative Analyst","Fidelity Investments","","https://www.indeed.com/rc/clk?jk=7156bd2d0c5a12f2&fccid=deb234f9dd3edcea&vjs=3","Quantitative+analyst+R"
"Data Analyst (c/o 2019 Seniors!)","Hopjump","","https://www.indeed.com/rc/clk?jk=e16a0653f4066e9b&fccid=30c994b6c2f39768&vjs=3","Quantitative+analyst+R"
"B2B Insights Analyst","Wayfair","","https://www.indeed.com/rc/clk?jk=0b691e44c7d0248d&fccid=95485c6456ed2114&vjs=3","Quantitative+analyst+R"
"Data Analyst","Museum of Fine Arts, Boston","The Data Analyst is responsible for transforming diverse data into integrated, actionable customer intelligence and strategy insights through hands-on techniques. This position plays a key role in advancing the organization to a data driven approach to solving problems and enable proactive consulting to internal business areas.
Essential Functions:
Requirements:
For consideration, please submit your cover letter and résumé to: resumes@mfa.org. You may also submit your materials via postal mail to: Human Resources Department, Museum of Fine Arts, Boston, 465 Huntington Avenue, Boston, MA 02115.","https://www.indeed.com/rc/clk?jk=c37fe858b860b8e6&fccid=c496fb6c42d71f37&vjs=3","Quantitative+analyst+R"
"Quantitative Analyst, AVP","State Street","Job Description
The individual will be a member of the Risk Analytics Team in Enterprise Risk Management. The Team provides support in the development, deployment, and documentation of tools and methods for assessing various aspects of credit risk to State Street. The Team’s work is focused on building the infrastructure needed to support State Street’s application of the advanced internal ratings-based (AIRB) approach to risk measurement under Basel III, ALLL, CCAR, CECL, and IFRS9. Application of the AIRB approach will provide estimates of State Street’s capital requirements. The capital estimates and associated AIRB inputs support a variety of management objectives including developing regulatory reports, improving risk management, enhancing risk reporting, and allocating capital to business units.
Responsibilities
The individual is expected to provide quantitative support to State Street’s efforts to manage credit risk in State Street’s wholesale portfolios covering a range of asset classes, and ensuring that the PD, LGD, valuation and ALLL models comply with all applicable regulations. Specific duties include the following:
Qualifications","https://www.indeed.com/rc/clk?jk=f2e8477c0b1b0991&fccid=92f1ccd9154b0139&vjs=3","Quantitative+analyst+R"
"Research Analyst","Burning Glass Technologies","About the Position:
Responsibilities include:
Requirements include:
Other requirements include:","https://www.indeed.com/rc/clk?jk=0788255c787e8123&fccid=d7437cae23e0f81b&vjs=3","Quantitative+analyst+R"
"Language Data Specialist - Hindi","Amazon.com","","https://www.indeed.com/rc/clk?jk=2899d08521346818&fccid=fe2d21eef233e94a&vjs=3","Quantitative+analyst+R"
"Product Analyst","HubSpot","","https://www.indeed.com/rc/clk?jk=fe39fa98ab291982&fccid=21bb811abc2058c6&vjs=3","Quantitative+analyst+R"
"Quantitative Senior Analyst","Bank of America","Job Description:
This position is a Quantitative Senior Analyst role on the GWIM & Merrill Edge Analytics Team within our Client and Sales Analytics organization. The GWIM & Merrill Edge Analytics Team provides analytical insights needed to promote responsible growth across the firm’s investment solutions, including the Merrill Edge, Merrill Lynch Wealth Management, and U.S. Trust lines of business. This includes:
Responsibilities:
As a Senior Analyst, you will leverage multiple databases to obtain the customer and performance data necessary to deliver analytical insights across the investment continuum and provide greater understanding of strategic potential with our client and prospect populations. These work efforts include projects such as identifying drivers of sales & marketing performance, analyzing priority segments to recommend customer-centric strategies, and identifying patterns or behaviors that indicate potential growth/attrition in our local markets. The Senior Analyst role entails direct partnership with Business Leaders to understand the business problem(s) to be analyzed as well as succinctly communicating solutions to those issues at an Executive level using data driven insights.
Required Skills & Experience:
Desired Skills & Experience
Shift:
Hours Per Week:","https://www.indeed.com/rc/clk?jk=cbf0872afda0b662&fccid=5bd99dfa21c8a490&vjs=3","Quantitative+analyst+R"
"Content Insight Analyst","Toast","","https://www.indeed.com/rc/clk?jk=f560e1b9c90c71d5&fccid=d1281a9abeab94cd&vjs=3","Quantitative+analyst+R"
"Quantitative Senior Analyst","Bank of America","Job Description:
This position is a Quantitative Senior Analyst role on the GWIM & Merrill Edge Analytics Team within our Client and Sales Analytics organization. The GWIM & Merrill Edge Analytics Team provides analytical insights needed to promote responsible growth across the firm’s investment solutions, including the Merrill Edge, Merrill Lynch Wealth Management, and U.S. Trust lines of business. This includes:
Responsibilities:
As a Senior Analyst, you will leverage multiple databases to obtain the customer and performance data necessary to deliver analytical insights across the investment continuum and provide greater understanding of strategic potential with our client and prospect populations. These work efforts include projects such as identifying drivers of sales & marketing performance, analyzing priority segments to recommend customer-centric strategies, and identifying patterns or behaviors that indicate potential growth/attrition in our local markets. The Senior Analyst role entails direct partnership with Business Leaders to understand the business problem(s) to be analyzed as well as succinctly communicating solutions to those issues at an Executive level using data driven insights.
Required Skills & Experience:
Desired Skills & Experience
Shift:
Hours Per Week:","https://www.indeed.com/rc/clk?jk=cbf0872afda0b662&fccid=5bd99dfa21c8a490&vjs=3","Quantitative+analyst+R"
"Quantitative Financial Analyst","State Street","Quantitative Financial Analyst
State Street Corporation, one of the eight G-SIFIs (global systemically important financial institutions) in the US, provides various financial products and services to institutional investors worldwide. State Street services over $32 trillion in assets, manages over $2.4 trillion in assets and has presence in the major financial center around the world.
Given State Street high volume of data processing needs, the company is enhancing its digital capabilities by enabling artificial intelligence, machine learning, natural language processing, image recognition and cognitive computing at scale for countless use cases across Global Services, Global Advisors, Global Markets, and Global Exchange business lines. The team is envisioned to have a mixed of intelligence technology, quantitative modeling, data science, financial engineering, and software engineering capabilities. The team started with solving operational and client experience related use cases and moving to advance cognitive techniques into investment and risk management such as market movement, sentiment analysis, valuation and asset pricing, investment strategy, fund innovation and so on. This team will engage the business to explore, prototype, and solution use cases while also building out a portfolio of foundational micro services in the State Street’s hybrid cloud.
The Quantitative Financial Analyst will lead one of our Cognitive agile sub-teams by through the phases of use-case data exploration, model specification, model design and implementation, validation, and support integration and deployment of the resulting Cognitive services into production.","https://www.indeed.com/rc/clk?jk=d84d9a5b6e3af530&fccid=92f1ccd9154b0139&vjs=3","Quantitative+analyst+R"
"Data Analyst","Syneos Health Commercial Solutions","The communications research group at Syneos Health is looking for a data analyst with statistical skills and a strong interest in the intersection between data science, behavior, and healthcare marketing. You will help collect, process/clean, and analyze data in support of data science projects while developing and advancing your technical and methodological skill set. Your efforts will contribute towards helping our clients understand how to be more effective and efficient in communicating about health choices.
About us
Syneos Health Communications is a network of PR, communications, branding, and advertising companies that help bring new medical products to market.
We are expanding the group that helps the company’s clients - biopharma companies - make better marketing decisions using advanced quantitative methods. You will be instrumental in helping us build a better framework that meets the needs of our internal and external clients.
Types of projects
A small sampling of the problems we are solving:
Characterize a referral network of physicians and identify high-centrality nodes
Use historical data of promotional activities to forecast a range of outcomes of a new campaign
Identify factors that influence patients’ adherence to a treatment regimen
Rank a list of physicians by the driving distance between their offices
Create the shortest route for a traveling salesman that will result in the largest number of conversions
It is meaningful and challenging work in a team of supportive and bright colleagues. A lot of things will have to be invented and built from scratch. You will not be bored.
Responsibilities
Get things done:
Processing/cleaning survey data and large patient and HCP centered data sets
Efficiently QA’ing, cleaning, and applying standard quantitative methods on data for first-pass analyses
Contribute towards the construction of analytic models
Present early results to internal stakeholders in support of larger data science projects
Help build and manage our analytic toolbox and code libraries
Make us better while advancing your skills:
Curate and process large scale data sources
Learn and apply new analytical methods and work within theoretical frameworks
Help automate boring research tasks
Continue your professional development through applied learning tasks
Job Requirements
We are looking for someone who has done similar work elsewhere. You will need to be good at:
What it will take to succeed here
Skills and knowledge. Degree in STEM, experimental psychology, statistics, data science, economics, engineering, or equivalent field with advanced quantitative experience
Experience applying and interpreting statistical tests
Independent spirit, grit, and a knack for problem-solving in a fast-paced environment
Obsessive accuracy when it comes to numbers.
Grow: Being able to collaborate and adapt in a rapidly evolving environment. Requires a high level of self-knowledge and awareness of gaps in one’s own skill set and abilities, and a motivation to fill them. There will be lots of self-directed learning as well as on-the-job training by an interdisciplinary team. You will have access to whatever online tutorials, textbooks, and reference materials you need.","https://www.indeed.com/rc/clk?jk=f098b7e3337d5bc7&fccid=062aeac481a6848e&vjs=3","Quantitative+analyst+R"
"Quantitative Analyst, Model Valoidation Group,AVP","State Street","State Street Corporation, Model Validation Group, Quantitative Analysts (Location: Boston)

State Street Corporation is an American worldwide financial services holding company. State Street was founded in 1792 and is the second oldest financial institution in the United States of America. The company is headquartered in Boston, MA.
JOB DESCRIPTION: State Street’s Model Risk Management function is seeking a qualified applicant to build out its Model Validation team in Boston. The Quantitative Analyst will participate in model validation to ensure model risks are correctly identified, assessed, and managed. MVG's review work is focused on models in the following general areas: wholesale credit risk; market risk; securities finance; asset management; and stress testing.
Good project management skills exemplified by the ability to work independently on multiple projects and meet deadlines","https://www.indeed.com/rc/clk?jk=6ef1c15e2bfd83d3&fccid=92f1ccd9154b0139&vjs=3","Quantitative+analyst+R"
"Content Insight Analyst","Toast","","https://www.indeed.com/rc/clk?jk=f560e1b9c90c71d5&fccid=d1281a9abeab94cd&vjs=3","Quantitative+analyst+R"
"Senior Health Policy Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to be the agency of record for Massachusetts health care information, to responsibly steward sensitive and confidential data, and to objectively report reliable and meaningful information about the quality, affordability, utilization, access, and outcomes of the Commonwealth’s health care system.
CHIA is seeking a Senior Health Policy Analyst to join a motivated team of talented analysts focused on cutting-edge health care analytics. A successful candidate will be a strategic thinker who is eager to learn and utilize large data sets, develop analytic methodologies and produce policy-relevant products.
S/he will be an experienced health policy analyst with expertise in data analysis methods (e.g. descriptive statistics) and tools (e.g. Excel and SAS). The primary responsibilities of the Senior Health Policy Analyst will be to support and lead components of the data collection, analysis, and reporting of aggregate-level health care finance and insurance cost and coverage metrics. There will also be opportunities for the analyst to collaborate with other teams internally on provider financial performance and quality measurement.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $65,667.16- $94,674.58 annually.
Specifically, the Senior Health Policy Analyst will:
Preferred Qualifications:
Qualifications:
Applicant must have at least (A) four years of full-time, or equivalent part-time professional experience in Business Administration, health care planning or administration, public health policy or administration, health care planning or administration, public health policy or administration, human services policy analysis or administration or economics, the major duties of which included financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of financial reimbursement systems, or (B) any equivalent combination of the required experience and the substitutions below.
SUBSTITUTIONS
I. A Bachelor's degree with a major in public health, health services research, statistics, public policy, or economics may be substituted for a maximum of two years of the required experience.*
II. A Master’s degree or higher with a major in public health, health services research, statistics, public policy, public administration, or economics may be substituted for a maximum of three years of the required experience.*
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst III
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.
SPECIAL REQUIREMENTS: None.","https://www.indeed.com/rc/clk?jk=336f565996741387&fccid=7465094da85cc688&vjs=3","Quantitative+analyst+R"
"Quantitative Analyst-Global Treasury, AVP","State Street","Quantitative Analyst- Treasury Quantitative Analytics (Global Treasury), AVP
POSITION OVERVIEW:
State Street Corporation (NYSE: STT) is the world's leading provider of financial services to institutional investors including investment servicing, investment management and investment research and trading. With $33.1 trillion in assets under custody and administration and $2.8 trillion in assets under management as of December 31, 2017, State Street operates globally in more than 100 geographic markets and employs 36,643 worldwide.
Global Treasury’s mission is to manage the balance sheet of State Street while seeking to optimize net interest income (NII) within our risk appetite. Treasury Quantitative Analytics is responsible for in depth quantitative modeling that represents the complex interaction of global markets, customer behavior, and regulatory oversight in coordination with business partners across business units, Finance, and Treasury (including Asset/Liability Management (ALM), Global Liquidity Management, and Capital Management). The group supports key risk management and regulatory initiatives including, IRR, liquidity stress testing, CCAR/DFAST, Recovery & Resolution Planning (RRP) and investment & balance sheet strategy.
PRIMARY DUTIES AND RESPONSIBLITLIES:
The successful candidate is a team player who demonstrates intellectual credibility and can deliver clear, well-structured analysis and other communications (including reporting on model performance, presentations, technical documents, etc.) appropriate to the particular audience. He / She will:
QUALIFICATIONS","https://www.indeed.com/rc/clk?jk=ba4506147e2fd074&fccid=92f1ccd9154b0139&vjs=3","Quantitative+analyst+R"
"Product Analyst","HubSpot","","https://www.indeed.com/rc/clk?jk=fe39fa98ab291982&fccid=21bb811abc2058c6&vjs=3","Quantitative+analyst+R"
"Data Analyst","CareDash","","https://www.indeed.com/rc/clk?jk=e2e22ab528716f23&fccid=573fa758d47d10dd&vjs=3","Quantitative+analyst+R"
"Senior Research Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to monitor the Massachusetts health care system and to provide reliable information and meaningful analysis for those seeking to improve the health care system. CHIA also acts as a principal repository for health care data collected by the state and is responsible for key data assets such as the Massachusetts All-Payer Claims Database and the Massachusetts Acute Hospital Case Mix Databases.
CHIA is seeking a Senior Research Analyst to join its Health System Performance Research Team. The Senior Analyst will provide analytical and programming support and leadership for projects undertaken by the Research Team on access, affordability, utilization, and quality. Current Research Team projects include the Massachusetts Health Insurance Survey, the Massachusetts Employer Survey, ongoing analyses of avoidable hospital use measures such as readmissions and revisits, and exploration of methods to appropriately account for socioeconomic factors in reporting. The work of the analyst will draw mostly upon CHIA’s data assets such as the household and employer surveys, Case Mix and All-Payer Claims Databases, but will also include other relevant data sources.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $63,111.11 - $90,989.08 annually.
Specifically, the Senior Research Analyst will:
Preferred Qualifications:
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
Minimum Entrance Requirements:
Applicant must have at least (A) four years of full-time, or equivalent part-time professional experience in business administration, health care planning or administration, public health policy or administration, human services policy analyses or administration, economics, , the major duties of which included financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of the health care service delivery system and pricing methods.
Substitutions:
I. A Bachelor's degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration, economics, or similar degree may be substituted for a maximum of two years of the required experience.*
II. A graduate degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration, economics, or a similar degree may be substituted for a maximum of three years of the required experience.*
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst III
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","https://www.indeed.com/rc/clk?jk=740106808a4a764d&fccid=7465094da85cc688&vjs=3","Quantitative+analyst+R"
"Quantitative Specialist","Fidelity Investments","","https://www.indeed.com/rc/clk?jk=ae5d7b9afb52cd9a&fccid=deb234f9dd3edcea&vjs=3","Quantitative+analyst+R"
